 0.0100	 0.5000	 -0.5000	 0.80000
 0.0237	 0.6435	 -0.7432	 0.3867
 0.0280	 0.5440	 -0.7828	 1.0324
 0.0411	 0.7509	 -0.7974	 0.0383
 0.0411	 0.7509	 -0.7974	 0.0383
 0.0411	 0.7628	 -0.6115	 1.0699
 0.0427	 0.7635	 -0.5447	 1.0201
 0.0427	 0.7719	 -0.5575	 0.8294
 0.0427	 0.7074	 -0.5541	 0.7718
 0.0427	 0.7350	 -0.7300	 0.4967
 0.0427	 0.7397	 -0.7439	 0.8087
 0.0427	 0.7405	 -0.7442	 0.8913
 0.0427	 0.7176	 -0.7428	 0.9266
 0.0426	 0.7123	 -0.7076	 1.2053
 0.0426	 0.6519	 -0.7100	 1.0693
 0.0426	 0.6635	 -0.7140	 1.2393
 0.0426	 0.6635	 -0.7140	 1.2393
 0.0426	 0.6638	 -0.7141	 1.3090
 0.0426	 0.6355	 -0.7156	 1.6709
 0.0426	 0.6528	 -0.7195	 2.0000
 0.0426	 0.6226	 -0.7204	 2.0000
 0.0426	 0.7137	 -0.7425	 2.0000
 0.0426	 0.5829	 -0.7410	 1.9628
 0.0426	 0.5852	 -0.7413	 1.9380
 0.0426	 0.5854	 -0.7415	 1.9000
 0.0426	 0.5873	 -0.7415	 1.8492
 0.0426	 0.5866	 -0.7418	 1.8156
 0.0426	 0.5887	 -0.7358	 1.6864
 0.0425	 0.7999	 -0.7879	 1.4440
 0.0425	 0.7999	 -0.7879	 1.4440
